URL,Title,Text,Date,Time,Views,Tags
https://www.mk.ru/politics/2024/12/26/chistkam-si-czinpina-v-kitayskoy-armii-nashli-obyasnenie.html,Чисткам Си Цзиньпина в китайской армии нашли объяснение,"сегодня  в 09:24Политика1264
Bloomberg: причиной чисток в китайской армии стала подрывающая войска коррупция
Возможной причиной чисток в армии КНР, как сообщает агентство Bloomberg, стала подрывающая войска коррупция. Она, помимо прочего, негативно сказывается на боеспособности и качестве вооружений.
«Главной проблемой для Китая является взяточничество», - утверждается в материале. Это подрывает качество оружия и возможности, к примеру, ракетных войск, которые, в свою очередь, контролируют ракеты и ядерный арсенал КНР. Что в совокупности может сыграть решающую роль в случае конфликта за Тайвань, указывается в статье.
Между тем официально в Китае инициировано «не так уж и много» антикоррупционных дел. При этом многие из них носят закрытый характер и, как стало известно агентству, проходят под грифом «серьезных нарушений закона и дисциплины».
Ранее агентство Bloomberg сообщало: чистки в Народно-освободительной армии Китая исключают гипотетическую войну за Тайвань в скором времени. Поскольку ракетные войска и военно-морские силы должны играть ключевую роль в боевых действиях подобного уровня.

Подписаться
14099
12709
8621
17984
10712
Фото11519
Фото8733
Фото6089
Фото5483
Фото4124
Фото4116
ЭксклюзивФото158395
ЭксклюзивСюжет124938
СюжетФото89981
Реклама
© АO ""Редакция газеты ""Московский Комсомолец"" Электронное периодическое издание «MK.ru»Зарегистрировано Федеральной службой по надзору в сфере связи, информационных технологий и массовых коммуникаций (Роскомнадзор). Регистрационный номер Эл №ФС77-79310 Редакция - АO ""Редакция газеты ""Московский Комсомолец"". Адрес редакции: 125993, г. Москва, ул. 1905 года, д. 7, стр. 1. Телефон: +7(495)609-44-44, +7(495)609-44-33, +7(495)781-47-37, e-mail info@mk.ru. Главный редактор и учредитель - П.Н. Гусев.Реклама третьих сторон",2024-12-26,09:24:06,Политика,"Армия, Китай, Финляндия"
https://www.mk.ru/politics/2024/12/26/obnarodovano-video-zaderzhaniya-gotovivshikh-pokusheniya-na-rossiyskikh-voennykh.html,Обнародовано видео задержания готовивших покушения на российских военных,"сегодня  в 09:23Политика1792
ФСБ обнародовала видео задержания готовивших покушения на российских военных
Федеральная служба безопасности обнародовала видеозапись момента задержания россиян, готовивших по заказу украинских спецслужб ряд покушений на высокопоставленных военных Минобороны РФ.
На кадрах, предоставленных силовиками, запечатлено задержание двоих подозреваемых в подготовке покушений, а также обнаружение и изъятие средств связи, которые использовались исполнителями для подготовки преступления.

Ранее в ФСБ сообщилио предотвращении серии покушений на высокопоставленных военных Минобороны Россиисо стороны спецслужб Украины.
В ведомстве уточнили, что на данный момент задержаны четверо подозреваемых в сотрудничестве со спецслужбами Украины и подготовке нападений. Они уже допрошены следователями. Известно, что взрывные устройства были закамуфлированы под пауэрбанк и папку с документами.

Подписаться
14099
12709
8621
17984
10712
Фото11519
Фото8733
Фото6089
Фото5483
Фото4124
Фото4116
ЭксклюзивФото158395
ЭксклюзивСюжет124938
СюжетФото89981
Реклама
© АO ""Редакция газеты ""Московский Комсомолец"" Электронное периодическое издание «MK.ru»Зарегистрировано Федеральной службой по надзору в сфере связи, информационных технологий и массовых коммуникаций (Роскомнадзор). Регистрационный номер Эл №ФС77-79310 Редакция - АO ""Редакция газеты ""Московский Комсомолец"". Адрес редакции: 125993, г. Москва, ул. 1905 года, д. 7, стр. 1. Телефон: +7(495)609-44-44, +7(495)609-44-33, +7(495)781-47-37, e-mail info@mk.ru. Главный редактор и учредитель - П.Н. Гусев.Реклама третьих сторон",2024-12-26,09:23:12,Политика,"ФСБ, Россия"
https://www.mk.ru/politics/2024/12/26/bespilotniki-atakovali-belgorodskuyu-oblast-povrezhdeny-kvartiry-i-mashiny.html,Беспилотники атаковали Белгородскую область: повреждены квартиры и машины,"сегодня  в 09:20Политика971
Гладков: 15 машин и восемь квартир повреждены после атаки БПЛА на Грайворон
Беспилотные летательные аппараты атаковали Грайворонский округ Белгородской области. По информации губернатора Вячеслава Гладкова, в результате инцидента в региональном центре повреждения получили 15 легковых машин и восемь квартир МКД, один частный дом и коммерческий объект.
Также глава региона сообщил об аварийном отключении электричества в семи населенных пунктах: поселке Доброполье, селах Замостье, Доброивановка, Доброе, Заречье-Первое, Заречье-Второе и хуторе Тополи.
«Аварийные службы приступят к восстановительным работам после согласования с Министерством обороны РФ», – написал Вячеслав Гладков.
По предварительным данным, в результате атаки никто не пострадал. Информация о последствиях уточняется, добавил губернатор Белгородской области.
Напомним,Грайворонский округ Белгородской области уже подвергался атаке БПЛА ночью 26 декабря. В результате инцидента несколько сел оставались без электричества.

Подписаться
14099
12709
8621
17984
10712
Фото11519
Фото8733
Фото6089
Фото5483
Фото4124
Фото4116
ЭксклюзивФото158395
ЭксклюзивСюжет124938
СюжетФото89981
Реклама
© АO ""Редакция газеты ""Московский Комсомолец"" Электронное периодическое издание «MK.ru»Зарегистрировано Федеральной службой по надзору в сфере связи, информационных технологий и массовых коммуникаций (Роскомнадзор). Регистрационный номер Эл №ФС77-79310 Редакция - АO ""Редакция газеты ""Московский Комсомолец"". Адрес редакции: 125993, г. Москва, ул. 1905 года, д. 7, стр. 1. Телефон: +7(495)609-44-44, +7(495)609-44-33, +7(495)781-47-37, e-mail info@mk.ru. Главный редактор и учредитель - П.Н. Гусев.Реклама третьих сторон",2024-12-26,09:20:52,Политика,Министерство обороны
https://www.mk.ru/incident/2024/12/26/neizvestnyy-kinul-kokteyl-molotova-v-okno-pochtovogo-otdeleniya-v-peterburge.html,Неизвестный кинул коктейль Молотова в окно почтового отделения в Петербурге,"сегодня  в 09:16Происшествия971
«Фонтанка»: в окно почтового отделения в Санкт-Петербурге кинули бутылку с зажигательной смесью
Неизвестный решил поджечь почтовое отделение на проспекте Большевиков, 2, в Петербурге накануне, 25 декабря, сообщает «Фонтанка».
В правоохранительные органы сотрудники организации сообщили в среду, после шестнадцати часов.
Прибывшие на место ЧП представители следственно-оперативной группы установили, что бутылка с коктейлем Молотова действительно была брошена. От горючей смеси оплавился металлический отступ оконной рамы.
В результате этого инцидента пострадавших нет. С места неудавшегося поджога были изъяты осколок стеклянной пол-литровой бутылки, кусок марли, отпечатки, смывы.
Силовики возбудили уголовное дело о теракте.
В минувшие выходные в Санкт-Петербурге было совершено несколько поджогов банкоматов и полицейских машин. Все виновные установлены, они действовали по указанию телефонных мошенников.
Читайте материал""Служебный автомобиль российского губернатора за год получил 133 штрафа""

Подписаться
14099
12709
8621
17984
10712
Фото11519
Фото8733
Фото6089
Фото5483
Фото4124
Фото4116
ЭксклюзивФото158395
ЭксклюзивСюжет124938
СюжетФото89981
Реклама
© АO ""Редакция газеты ""Московский Комсомолец"" Электронное периодическое издание «MK.ru»Зарегистрировано Федеральной службой по надзору в сфере связи, информационных технологий и массовых коммуникаций (Роскомнадзор). Регистрационный номер Эл №ФС77-79310 Редакция - АO ""Редакция газеты ""Московский Комсомолец"". Адрес редакции: 125993, г. Москва, ул. 1905 года, д. 7, стр. 1. Телефон: +7(495)609-44-44, +7(495)609-44-33, +7(495)781-47-37, e-mail info@mk.ru. Главный редактор и учредитель - П.Н. Гусев.Реклама третьих сторон",2024-12-26,09:16:22,Происшествия,Санкт-Петербург
https://www.mk.ru/social/2024/12/26/sluzhebnyy-avtomobil-rossiyskogo-gubernatora-za-god-poluchil-133-shtrafa.html,Служебный автомобиль российского губернатора за год получил 133 штрафа,"сегодня  в 09:15Общество1724
Mash Siberia: служебный автомобиль губернатора Новосибирской области за год получил 133 штрафа
Губернатор Новосибирской области за год «насобирал 133 штрафа на служебную машину», сообщаетMash Siberia.
Общая сумма штрафов, по данным канала, больше 150 тысяч рублей.
""Мерседес"" S-класса, как отмечается, часто попадал на камеры. А на пассажирском кресле сидит человек, «по стилю похожий на Андрея Травникова».
Самым популярным нарушением, как уточняется, стало превышение скорости на 40-60 км/ч. «В наборе» присутствуют «игнорирование разметки, проезд на красный и езда по выделенке». Есть и «езда со скоростью 174 км/ч при разрешённых 90».

Подписаться
14113
12717
8628
17987
10720
Фото11519
Фото8733
Фото6089
Фото5483
Фото4124
Фото4116
ЭксклюзивФото158395
ЭксклюзивСюжет124938
СюжетФото89981
Реклама
© АO ""Редакция газеты ""Московский Комсомолец"" Электронное периодическое издание «MK.ru»Зарегистрировано Федеральной службой по надзору в сфере связи, информационных технологий и массовых коммуникаций (Роскомнадзор). Регистрационный номер Эл №ФС77-79310 Редакция - АO ""Редакция газеты ""Московский Комсомолец"". Адрес редакции: 125993, г. Москва, ул. 1905 года, д. 7, стр. 1. Телефон: +7(495)609-44-44, +7(495)609-44-33, +7(495)781-47-37, e-mail info@mk.ru. Главный редактор и учредитель - П.Н. Гусев.Реклама третьих сторон",2024-12-26,09:15:45,Общество,Новосибирская область
https://www.mk.ru/politics/2024/12/26/zakharova-nazvala-feykom-informaciyu-o-vylete-novogo-posla-rf-v-vashington.html,Захарова назвала фейком информацию о вылете нового посла РФ в Вашингтон,"сегодня  в 09:13Политика597
Захарова назвала фейком информацию о вылете нового посла РФ в Вашингтон
Официальный представитель Министерства иностранных дел РФ Мария Захарова опровергла распространенную рядом телеграм-каналов информацию о том, что новый российский посол в США якобы уже направлен в Вашингтон.
По словам дипломата, данные сведения не соответствуют действительности, это фейк.
""Фейкам не верьте"", - сказала Захарова.
Напомним, полномочия посла РФ в США Анатолия Антонова были прекращены в начале октября текущего года. Он занимал этот пост с 2017 года. 6 октября спецборт с российским дипломатом на борту приземлился во ""Внуково 2"" в Москве.
Ранее Мария Захаровапрокомментировала призыв США к своим гражданам покинуть Белоруссию, назвав происходящее ""провокацией для нагнетания напряженности в преддверии важных событий"".

Подписаться
Источник:ТАСС
14086
12701
8612
17979
10702
Фото11519
Фото8733
Фото6089
Фото5483
Фото4124
Фото4116
ЭксклюзивФото158395
ЭксклюзивСюжет124938
СюжетФото89981
Реклама
© АO ""Редакция газеты ""Московский Комсомолец"" Электронное периодическое издание «MK.ru»Зарегистрировано Федеральной службой по надзору в сфере связи, информационных технологий и массовых коммуникаций (Роскомнадзор). Регистрационный номер Эл №ФС77-79310 Редакция - АO ""Редакция газеты ""Московский Комсомолец"". Адрес редакции: 125993, г. Москва, ул. 1905 года, д. 7, стр. 1. Телефон: +7(495)609-44-44, +7(495)609-44-33, +7(495)781-47-37, e-mail info@mk.ru. Главный редактор и учредитель - П.Н. Гусев.Реклама третьих сторон",2024-12-26,09:13:39,Политика,"Мария Захарова, США, Вашингтон, Москва, Белоруссия"
https://www.mk.ru/social/2024/12/26/v-moskve-skonchalsya-izvestnyy-cirkovoy-artist-vladimir-myalovskiy.html,В Москве скончался известный цирковой артист Владимир Мяловский,"сегодня  в 09:08ОбществоЭксклюзив1179
Известный циркач, заслуженный артист России Владимир Мяловский скончался в среду вечером в Москве.
Как стало известно «МК», Владимир Васильевич умер в своей квартире в Рижском проезде около 23.00. Ему было 79 лет. Мяловский – известный акробат, создатель оригинального воздушного номера «Галактика». Считался одним из лучших ловиторов советского цирка.

Подписаться
14113
12717
8628
17987
10720
Фото11519
Фото8733
Фото6089
Фото5483
Фото4124
Фото4116
ЭксклюзивФото158395
ЭксклюзивСюжет124938
СюжетФото89981
Реклама
© АO ""Редакция газеты ""Московский Комсомолец"" Электронное периодическое издание «MK.ru»Зарегистрировано Федеральной службой по надзору в сфере связи, информационных технологий и массовых коммуникаций (Роскомнадзор). Регистрационный номер Эл №ФС77-79310 Редакция - АO ""Редакция газеты ""Московский Комсомолец"". Адрес редакции: 125993, г. Москва, ул. 1905 года, д. 7, стр. 1. Телефон: +7(495)609-44-44, +7(495)609-44-33, +7(495)781-47-37, e-mail info@mk.ru. Главный редактор и учредитель - П.Н. Гусев.Реклама третьих сторон",2024-12-26,09:08:57,Общество,"Россия, Москва"
https://www.mk.ru/politics/2024/12/26/fsb-raskryla-podrobnosti-predotvrashhennogo-terakta-v-otnoshenii-rukovoditeley-minoborony.html,ФСБ раскрыла подробности предотвращенного теракта в отношении руководителей Минобороны,"сегодня  в 09:07Политика1548
ФСБ: украинские агенты хотели дистанционно взорвать машину одного из руководителей Минобороны
Украинские спецслужбы планировали дистанционно привести в действие взрывное устройство, заложенное их агентом под автомобиль одного из руководителей Министерства обороны России. Об этом 26 декабря сообщила Федеральная служба безопасности РФ, пишетТАСС.
В ведомстве рассказали, что бомбы были замаскированы под пауэрбанк и папку с документами.
Напомним, 26 декабря ФСБ сообщилао предотвращении серии покушений на высокопоставленных военнослужащих Министерства обороны России.
В ведомстве рассказали, что украинский агент приехал в РФ под видом депортированного. Также, по данным ФСБ, житель Москвы собирал для спецслужб Украины информацию о местах жительства высокопоставленных военных Минобороны.

Подписаться
14099
12709
8621
17984
10712
Фото11519
Фото8733
Фото6089
Фото5483
Фото4124
Фото4116
ЭксклюзивФото158395
ЭксклюзивСюжет124938
СюжетФото89981
Реклама
© АO ""Редакция газеты ""Московский Комсомолец"" Электронное периодическое издание «MK.ru»Зарегистрировано Федеральной службой по надзору в сфере связи, информационных технологий и массовых коммуникаций (Роскомнадзор). Регистрационный номер Эл №ФС77-79310 Редакция - АO ""Редакция газеты ""Московский Комсомолец"". Адрес редакции: 125993, г. Москва, ул. 1905 года, д. 7, стр. 1. Телефон: +7(495)609-44-44, +7(495)609-44-33, +7(495)781-47-37, e-mail info@mk.ru. Главный редактор и учредитель - П.Н. Гусев.Реклама третьих сторон",2024-12-26,09:07:29,Политика,"Министерство обороны, ФСБ, Россия, Москва, Теракт"
https://www.mk.ru/social/2024/12/26/novyy-god-eto-zdorovo-kak-ne-dat-virusam-isportit-prazdnik.html,Новый год — это здорово: как не дать вирусам испортить праздник,"сегодня  в 08:00Общество1534
Наступил последний месяц уходящего года. Начинается радостная предпраздничная суета, города постепенно одеваются в новогодние убранства. В предновогодних хлопотах нужно успеть позаботиться о здоровье семьи, чтобы ничто, а особенно вирусы, не нарушило наши планы. О том, как это сделать правильно, рассказал профессор Андрей Продеус, главный специалист Московской области по детской и подростковой иммунологии и аллергологии.
Инфекционный сезон стартовал, и число случаев ОРВИ и гриппа неуклонно растет. Как сообщаетРоспотребнадзор, за прошедшую неделю в России количество заболевших гриппом и ОРВИ выросло на 0,4% по сравнению с предыдущей неделей, зарегистрировано 762,7 тыс. случаев. Превышение среднероссийского показателя наблюдается в 47 регионах страны. 17,7% заболеваемости приходится на Москву, Санкт-Петербург, а также Московскую область.  В структуре установленных респираторных вирусов преобладают вирусы негриппозной этиологии.
По словам профессора Продеуса, чтобы минимизировать риск заражения гриппом и ОРВИ необходимо следовать простым рекомендациям:
Если пренебрегать простыми правилами, банальный вирус может превратиться в затяжное заболевание, которое может привести к осложнениям, отмечают врачи. В зимний сезон люди больше времени проводят в закрытых помещениях, а вследствие постоянных перепадов температуры организм становится наиболее уязвленным к инфекциям. При обнаружении симптомов гриппа и ОРВИ не стоит затягивать с лечением, и необходимо сразу обращаться к врачу.
«Если вдруг вы почувствовали себя плохо, оставайтесь дома и вызывайте врача. Не нужно геройствовать. Первым делом врачи оценивают состояние больного и выписывают симптоматические препараты, которые направлены на облегчение симптомов. При необходимости и противовирусные препараты прямого действия, которые препятствуют размножению вируса. К ним, в частности, относится препарат умифеновир (действующее вещество Арбидола)», рассказывает профессор Андрей Продеус.
Важные составляющие хорошего иммунитета – режим питания, наличие в рационе продуктов, богатых витаминами и микроэлементами, соблюдение режима сна и отдыха (при этом отдых должен быть полноценным) и физическая активность. Физическая активность способствует улучшению качества сна, повышению уровня энергии, помогает контролировать вес. Умеренные тренировки положительно влияют на сердечно-сосудистую систему. Но не обязательно сразу спорт. Регулярные прогулки на свежем воздухе — это приятная альтернатива тренажерному залу, они могут способствовать улучшению самочувствия и физической формы. В целом, активный образ жизни является важным фактором в поддержании здоровой иммунной системы. Стоит напомнить, что курение и алкоголь сильно ослабляют иммунную систему, ухудшают функционирование всех без исключения органов, повышают риск развития хронических и инфекционных заболеваний. Наконец, не забывайте про позитивный настрой!
Самыми же защищенными от вирусов в текущем сезоне, по мнению врачей, окажутся те, кто успел вовремя сделать прививку от гриппа. По данным Роспотребнадзора, в их числе уже почти 80 млн россиян. И вступить в их ряды еще не поздно. Встречайте Новый год здоровыми и счастливыми!

Подписаться
14099
12709
8621
17984
10712
Фото11519
Фото8733
Фото6089
Фото5483
Фото4124
Фото4116
ЭксклюзивФото158395
ЭксклюзивСюжет124938
СюжетФото89981
Реклама
© АO ""Редакция газеты ""Московский Комсомолец"" Электронное периодическое издание «MK.ru»Зарегистрировано Федеральной службой по надзору в сфере связи, информационных технологий и массовых коммуникаций (Роскомнадзор). Регистрационный номер Эл №ФС77-79310 Редакция - АO ""Редакция газеты ""Московский Комсомолец"". Адрес редакции: 125993, г. Москва, ул. 1905 года, д. 7, стр. 1. Телефон: +7(495)609-44-44, +7(495)609-44-33, +7(495)781-47-37, e-mail info@mk.ru. Главный редактор и учредитель - П.Н. Гусев.Реклама третьих сторон",2024-12-26,08:00:00,Общество,"Роспотребнадзор, Россия, Москва, Санкт-Петербург"
https://www.mk.ru/incident/2024/12/26/vo-francii-mashinist-na-polnom-khodu-vyprygnul-iz-kabiny-passazhirskogo-poezda.html,Во Франции машинист на полном ходу выпрыгнул из кабины пассажирского поезда,"сегодня  в 00:11Происшествия17349
Во Франции машинист выпрыгнул из поезда, перевозившего 400 пассажиров
В канун католического Рождества машинист на полном ходу выпрыгнул из кабины поезда, в котором находилось около 400 пассажиров, следующих из Лиона в Париж. Об этом ЧП сообщает французский телеканалBFMTV.
Пассажирский состав остановился недалеко от Муазне, к юго-востоку от Парижа. При обследовании места происшествия, правоохранители вскоре нашли тело разбившегося машиниста. По версии прокуратуры и Национальной компании железных дорог Франции (SNCF) мужчина таким образом свел счеты с жизнью.
Отмечается, что в результате железнодорожного инцидента никто из четырех сотен пассажиров, направлявшихся во французскую столицу праздновать Рождество, не пострадал.
Ранее«МК»сообщал, что самолет Azerbaijan Airlines, который потерпел крушение вблизи казахстанского Актау в среду, 25 декабря, ранее, 22 декабря, столкнулся с проблемами при посадке в Турции.

Подписаться
14086
12701
8612
17979
10702
Фото11519
Фото8733
Фото6089
Фото5483
Фото4124
Фото4116
ЭксклюзивФото158395
ЭксклюзивСюжет124938
СюжетФото89981
Реклама
© АO ""Редакция газеты ""Московский Комсомолец"" Электронное периодическое издание «MK.ru»Зарегистрировано Федеральной службой по надзору в сфере связи, информационных технологий и массовых коммуникаций (Роскомнадзор). Регистрационный номер Эл №ФС77-79310 Редакция - АO ""Редакция газеты ""Московский Комсомолец"". Адрес редакции: 125993, г. Москва, ул. 1905 года, д. 7, стр. 1. Телефон: +7(495)609-44-44, +7(495)609-44-33, +7(495)781-47-37, e-mail info@mk.ru. Главный редактор и учредитель - П.Н. Гусев.Реклама третьих сторон",2024-12-26,00:11:12,Происшествия,Франция
